token1,token2,token3,token4,token5,target
459,12,1562,90,49,47
12,1562,90,49,47,342
1562,90,49,47,342,66
90,49,47,342,66,57
49,47,342,66,57,615
47,342,66,57,615,17
342,66,57,615,17,338
66,57,615,17,338,531
57,615,17,338,531,8
615,17,338,531,8,72
17,338,531,8,72,282
338,531,8,72,282,3
531,8,72,282,3,44
8,72,282,3,44,779
72,282,3,44,779,72
282,3,44,779,72,13
3,44,779,72,13,55
44,779,72,13,55,61
779,72,13,55,61,14
72,13,55,61,14,2
13,55,61,14,2,282
55,61,14,2,282,46
61,14,2,282,46,1563
14,2,282,46,1563,28
2,282,46,1563,28,1
282,46,1563,28,1,249
46,1563,28,1,249,616
1563,28,1,249,616,81
28,1,249,616,81,12
1,249,616,81,12,602
249,616,81,12,602,460
616,81,12,602,460,3
81,12,602,460,3,197
12,602,460,3,197,11
602,460,3,197,11,2
460,3,197,11,2,266
3,197,11,2,266,770
197,11,2,266,770,6
11,2,266,770,6,1035
2,266,770,6,1035,15
266,770,6,1035,15,441
770,6,1035,15,441,16
6,1035,15,441,16,1046
1035,15,441,16,1046,5
15,441,16,1046,5,65
441,16,1046,5,65,3
16,1046,5,65,3,183
1046,5,65,3,183,1
5,65,3,183,1,1047
65,3,183,1,1047,17
3,183,1,1047,17,288
183,1,1047,17,288,1048
1,1047,17,288,1048,3
1047,17,288,1048,3,7
17,288,1048,3,7,119
288,1048,3,7,119,57
1048,3,7,119,57,780
3,7,119,57,780,16
7,119,57,780,16,3
119,57,780,16,3,250
57,780,16,3,250,1049
780,16,3,250,1049,43
16,3,250,1049,43,617
3,250,1049,43,617,73
250,1049,43,617,73,226
1049,43,617,73,226,1
43,617,73,226,1,109
617,73,226,1,109,618
73,226,1,109,618,4
226,1,109,618,4,3
1,109,618,4,3,781
109,618,4,3,781,18
618,4,3,781,18,1
4,3,781,18,1,461
3,781,18,1,461,110
781,18,1,461,110,152
18,1,461,110,152,1564
1,461,110,152,1564,5
461,110,152,1564,5,248
110,152,1564,5,248,199
152,1564,5,248,199,11
1564,5,248,199,11,7
5,248,199,11,7,2
248,199,11,7,2,231
199,11,7,2,231,619
11,7,2,231,619,111
7,2,231,619,111,71
2,231,619,111,71,49
231,619,111,71,49,782
619,111,71,49,782,16
111,71,49,782,16,1
71,49,782,16,1,152
49,782,16,1,152,7
782,16,1,152,7,341
16,1,152,7,341,2
1,152,7,341,2,783
152,7,341,2,783,285
7,341,2,783,285,3
341,2,783,285,3,44
2,783,285,3,44,532
783,285,3,44,532,17
285,3,44,532,17,28
3,44,532,17,28,615
44,532,17,28,615,17
532,17,28,615,17,201
17,28,615,17,201,248
28,615,17,201,248,620
615,17,201,248,620,6
17,201,248,620,6,1
201,248,620,6,1,621
248,620,6,1,621,15
620,6,1,621,15,1
6,1,621,15,1,1565
1,621,15,1,1565,9
621,15,1,1565,9,164
15,1,1565,9,164,1566
1,1565,9,164,1566,43
1565,9,164,1566,43,2
9,164,1566,43,2,1050
164,1566,43,2,1050,622
1566,43,2,1050,622,5
43,2,1050,622,5,3
2,1050,622,5,3,19
1050,622,5,3,19,12
622,5,3,19,12,2
5,3,19,12,2,1567
3,19,12,2,1567,321
19,12,2,1567,321,16
12,2,1567,321,16,99
2,1567,321,16,99,1051
1567,321,16,99,1051,623
321,16,99,1051,623,389
16,99,1051,623,389,32
99,1051,623,389,32,462
1051,623,389,32,462,148
623,389,32,462,148,390
389,32,462,148,390,347
32,462,148,390,347,30
462,148,390,347,30,260
148,390,347,30,260,45
390,347,30,260,45,615
347,30,260,45,615,83
30,260,45,615,83,289
260,45,615,83,289,1568
45,615,83,289,1568,30
615,83,289,1568,30,20
83,289,1568,30,20,62
289,1568,30,20,62,69
1568,30,20,62,69,624
30,20,62,69,624,217
20,62,69,624,217,17
62,69,624,217,17,151
69,624,217,17,151,91
624,217,17,151,91,290
217,17,151,91,290,46
17,151,91,290,46,784
151,91,290,46,784,348
91,290,46,784,348,32
290,46,784,348,32,625
46,784,348,32,625,37
784,348,32,625,37,349
348,32,625,37,349,349
32,625,37,349,349,96
625,37,349,349,96,4
37,349,349,96,4,5
349,349,96,4,5,1
349,96,4,5,1,110
96,4,5,1,110,152
4,5,1,110,152,785
5,1,110,152,785,71
1,110,152,785,71,49
110,152,785,71,49,102
152,785,71,49,102,1
785,71,49,102,1,626
71,49,102,1,626,5
49,102,1,626,5,250
102,1,626,5,250,87
1,626,5,250,87,71
626,5,250,87,71,49
5,250,87,71,49,533
250,87,71,49,533,1569
87,71,49,533,1569,6
71,49,533,1569,6,1
49,533,1569,6,1,1052
533,1569,6,1,1052,3
1569,6,1,1052,3,14
6,1,1052,3,14,39
1,1052,3,14,39,785
1052,3,14,39,785,68
3,14,39,785,68,2
14,39,785,68,2,1570
39,785,68,2,1570,786
785,68,2,1570,786,3
68,2,1570,786,3,517
2,1570,786,3,517,117
1570,786,3,517,117,3
786,3,517,117,3,14
3,517,117,3,14,39
517,117,3,14,39,279
117,3,14,39,279,2
3,14,39,279,2,463
14,39,279,2,463,1053
39,279,2,463,1053,16
279,2,463,1053,16,7
2,463,1053,16,7,3
463,1053,16,7,3,7
1053,16,7,3,7,1054
16,7,3,7,1054,3
7,3,7,1054,3,778
3,7,1054,3,778,6
7,1054,3,778,6,9
1054,3,778,6,9,161
3,778,6,9,161,5
778,6,9,161,5,391
6,9,161,5,391,87
9,161,5,391,87,30
161,5,391,87,30,388
5,391,87,30,388,761
391,87,30,388,761,3
87,30,388,761,3,7
30,388,761,3,7,787
388,761,3,7,787,115
761,3,7,787,115,113
3,7,787,115,113,3
7,787,115,113,3,14
787,115,113,3,14,77
115,113,3,14,77,788
113,3,14,77,788,111
3,14,77,788,111,181
14,77,788,111,181,3
77,788,111,181,3,44
788,111,181,3,44,1571
111,181,3,44,1571,8
181,3,44,1571,8,1572
3,44,1571,8,1572,18
44,1571,8,1572,18,3
1571,8,1572,18,3,350
8,1572,18,3,350,43
1572,18,3,350,43,1
18,3,350,43,1,1573
3,350,43,1,1573,8
350,43,1,1573,8,308
43,1,1573,8,308,225
1,1573,8,308,225,1
1573,8,308,225,1,107
8,308,225,1,107,291
308,225,1,107,291,3
225,1,107,291,3,229
1,107,291,3,229,13
107,291,3,229,13,5
291,3,229,13,5,11
3,229,13,5,11,44
229,13,5,11,44,1574
13,5,11,44,1574,9
5,11,44,1574,9,607
11,44,1574,9,607,13
44,1574,9,607,13,7
1574,9,607,13,7,1
9,607,13,7,1,601
607,13,7,1,601,136
13,7,1,601,136,61
7,1,601,136,61,789
1,601,136,61,789,16
601,136,61,789,16,214
136,61,789,16,214,11
61,789,16,214,11,7
789,16,214,11,7,116
16,214,11,7,116,251
214,11,7,116,251,15
11,7,116,251,15,9
7,116,251,15,9,595
116,251,15,9,595,232
251,15,9,595,232,3
15,9,595,232,3,7
9,595,232,3,7,320
595,232,3,7,320,11
232,3,7,320,11,7
3,7,320,11,7,1
7,320,11,7,1,249
320,11,7,1,249,40
11,7,1,249,40,11
7,1,249,40,11,14
1,249,40,11,14,1
249,40,11,14,1,249
40,11,14,1,249,1055
11,14,1,249,1055,102
14,1,249,1055,102,128
1,249,1055,102,128,86
249,1055,102,128,86,1575
1055,102,128,86,1575,4
102,128,86,1575,4,19
128,86,1575,4,19,71
86,1575,4,19,71,49
1575,4,19,71,49,351
4,19,71,49,351,1
19,71,49,351,1,136
71,49,351,1,136,44
49,351,1,136,44,534
351,1,136,44,534,11
1,136,44,534,11,73
136,44,534,11,73,245
44,534,11,73,245,21
534,11,73,245,21,2
11,73,245,21,2,1576
73,245,21,2,1576,121
245,21,2,1576,121,7
21,2,1576,121,7,37
2,1576,121,7,37,439
1576,121,7,37,439,136
121,7,37,439,136,1577
7,37,439,136,1577,71
37,439,136,1577,71,49
439,136,1577,71,49,627
136,1577,71,49,627,202
1577,71,49,627,202,6
71,49,627,202,6,1056
49,627,202,6,1056,137
627,202,6,1056,137,453
202,6,1056,137,453,3
6,1056,137,453,3,392
1056,137,453,3,392,137
137,453,3,392,137,43
453,3,392,137,43,1
3,392,137,43,1,94
392,137,43,1,94,3
137,43,1,94,3,7
43,1,94,3,7,119
1,94,3,7,119,1578
94,3,7,119,1578,54
3,7,119,1578,54,6
7,119,1578,54,6,531
119,1578,54,6,531,125
1578,54,6,531,125,6
54,6,531,125,6,9
6,531,125,6,9,1579
531,125,6,9,1579,90
125,6,9,1579,90,49
6,9,1579,90,49,14
9,1579,90,49,14,14
1579,90,49,14,14,2
90,49,14,14,2,628
49,14,14,2,628,439
14,14,2,628,439,96
14,2,628,439,96,47
2,628,439,96,47,174
628,439,96,47,174,21
439,96,47,174,21,52
96,47,174,21,52,1580
47,174,21,52,1580,28
174,21,52,1580,28,56
21,52,1580,28,56,90
52,1580,28,56,90,122
1580,28,56,90,122,1581
28,56,90,122,1581,790
56,90,122,1581,790,25
90,122,1581,790,25,72
122,1581,790,25,72,1582
1581,790,25,72,1582,5
790,25,72,1582,5,129
25,72,1582,5,129,22
72,1582,5,129,22,14
1582,5,129,22,14,791
5,129,22,14,791,2
129,22,14,791,2,215
22,14,791,2,215,792
14,791,2,215,792,1583
791,2,215,792,1583,4
2,215,792,1583,4,71
215,792,1583,4,71,49
792,1583,4,71,49,160
1583,4,71,49,160,6
4,71,49,160,6,1584
71,49,160,6,1584,793
49,160,6,1584,793,65
160,6,1584,793,65,22
6,1584,793,65,22,14
1584,793,65,22,14,39
793,65,22,14,39,184
65,22,14,39,184,6
22,14,39,184,6,322
14,39,184,6,322,3
39,184,6,322,3,130
184,6,322,3,130,43
6,322,3,130,43,1
322,3,130,43,1,323
3,130,43,1,323,131
130,43,1,323,131,12
43,1,323,131,12,88
1,323,131,12,88,6
323,131,12,88,6,794
131,12,88,6,794,1
12,88,6,794,1,151
88,6,794,1,151,1057
6,794,1,151,1057,15
794,1,151,1057,15,1
1,151,1057,15,1,795
151,1057,15,1,795,535
1057,15,1,795,535,464
15,1,795,535,464,292
1,795,535,464,292,1585
795,535,464,292,1585,1586
535,464,292,1585,1586,1058
464,292,1585,1586,1058,41
292,1585,1586,1058,41,1587
1585,1586,1058,41,1587,16
1586,1058,41,1587,16,1
1058,41,1587,16,1,1588
41,1587,16,1,1588,267
1587,16,1,1588,267,41
16,1,1588,267,41,39
1,1588,267,41,39,1589
1588,267,41,39,1589,67
267,41,39,1589,67,1590
41,39,1589,67,1590,289
39,1589,67,1590,289,514
1589,67,1590,289,514,267
67,1590,289,514,267,793
1590,289,514,267,793,1591
289,514,267,793,1591,17
514,267,793,1591,17,252
267,793,1591,17,252,5
793,1591,17,252,5,165
1591,17,252,5,165,592
17,252,5,165,592,149
252,5,165,592,149,241
5,165,592,149,241,12
165,592,149,241,12,527
592,149,241,12,527,35
149,241,12,527,35,41
241,12,527,35,41,39
12,527,35,41,39,796
527,35,41,39,796,8
35,41,39,796,8,1592
41,39,796,8,1592,8
39,796,8,1592,8,314
796,8,1592,8,314,1593
8,1592,8,314,1593,465
1592,8,314,1593,465,12
8,314,1593,465,12,233
314,1593,465,12,233,629
1593,465,12,233,629,352
465,12,233,629,352,1594
12,233,629,352,1594,1595
233,629,352,1594,1595,165
629,352,1594,1595,165,1596
352,1594,1595,165,1596,6
1594,1595,165,1596,6,466
1595,165,1596,6,466,230
165,1596,6,466,230,1
1596,6,466,230,1,267
6,466,230,1,267,41
466,230,1,267,41,203
230,1,267,41,203,614
1,267,41,203,614,74
267,41,203,614,74,1059
41,203,614,74,1059,1597
203,614,74,1059,1597,4
614,74,1059,1597,4,1
74,1059,1597,4,1,1598
1059,1597,4,1,1598,467
1597,4,1,1598,467,137
4,1,1598,467,137,2
1,1598,467,137,2,797
1598,467,137,2,797,1060
467,137,2,797,1060,591
137,2,797,1060,591,5
2,797,1060,591,5,116
797,1060,591,5,116,52
1060,591,5,116,52,6
591,5,116,52,6,1061
5,116,52,6,1061,1599
116,52,6,1061,1599,25
52,6,1061,1599,25,1
6,1061,1599,25,1,1600
1061,1599,25,1,1600,103
1599,25,1,1600,103,6
25,1,1600,103,6,32
1,1600,103,6,32,338
1600,103,6,32,338,162
103,6,32,338,162,1601
6,32,338,162,1601,8
32,338,162,1601,8,267
338,162,1601,8,267,630
162,1601,8,267,630,1061
1601,8,267,630,1061,4
8,267,630,1061,4,353
267,630,1061,4,353,1602
630,1061,4,353,1602,4
1061,4,353,1602,4,19
4,353,1602,4,19,1
353,1602,4,19,1,1603
1602,4,19,1,1603,79
4,19,1,1603,79,175
19,1,1603,79,175,62
1,1603,79,175,62,56
1603,79,175,62,56,16
79,175,62,56,16,23
175,62,56,16,23,166
62,56,16,23,166,54
56,16,23,166,54,123
16,23,166,54,123,1
23,166,54,123,1,267
166,54,123,1,267,16
54,123,1,267,16,41
123,1,267,16,41,39
1,267,16,41,39,1062
267,16,41,39,1062,1604
16,41,39,1062,1604,289
41,39,1062,1604,289,1605
39,1062,1604,289,1605,18
1062,1604,289,1605,18,468
1604,289,1605,18,468,1063
289,1605,18,468,1063,18
1605,18,468,1063,18,1064
18,468,1063,18,1064,1606
468,1063,18,1064,1606,5
1063,18,1064,1606,5,1607
18,1064,1606,5,1607,41
1064,1606,5,1607,41,39
1606,5,1607,41,39,1608
5,1607,41,39,1608,12
1607,41,39,1608,12,6
41,39,1608,12,6,189
39,1608,12,6,189,83
1608,12,6,189,83,16
12,6,189,83,16,469
6,189,83,16,469,8
189,83,16,469,8,1
83,16,469,8,1,798
16,469,8,1,798,33
469,8,1,798,33,1065
8,1,798,33,1065,799
1,798,33,1065,799,1066
798,33,1065,799,1066,14
33,1065,799,1066,14,2
1065,799,1066,14,2,1609
799,1066,14,2,1609,8
1066,14,2,1609,8,800
14,2,1609,8,800,801
2,1609,8,800,801,1067
1609,8,800,801,1067,81
8,800,801,1067,81,41
800,801,1067,81,41,39
801,1067,81,41,39,625
1067,81,41,39,625,1610
81,41,39,625,1610,252
41,39,625,1610,252,802
39,625,1610,252,802,13
625,1610,252,802,13,166
1610,252,802,13,166,54
252,802,13,166,54,269
802,13,166,54,269,122
13,166,54,269,122,631
166,54,269,122,631,1611
54,269,122,631,1611,23
269,122,631,1611,23,33
122,631,1611,23,33,167
631,1611,23,33,167,1612
1611,23,33,167,1612,2
23,33,167,1612,2,1068
33,167,1612,2,1068,252
167,1612,2,1068,252,630
1612,2,1068,252,630,4
2,1068,252,630,4,71
1068,252,630,4,71,49
252,630,4,71,49,138
630,4,71,49,138,1069
4,71,49,138,1069,12
71,49,138,1069,12,9
49,138,1069,12,9,1613
138,1069,12,9,1613,800
1069,12,9,1613,800,801
12,9,1613,800,801,28
9,1613,800,801,28,52
1613,800,801,28,52,1614
800,801,28,52,1614,267
801,28,52,1614,267,465
28,52,1614,267,465,68
52,1614,267,465,68,527
1614,267,465,68,527,591
267,465,68,527,591,81
465,68,527,591,81,12
68,527,591,81,12,602
527,591,81,12,602,28
591,81,12,602,28,52
81,12,602,28,52,1
12,602,28,52,1,293
602,28,52,1,293,5
28,52,1,293,5,2
52,1,293,5,2,1070
1,293,5,2,1070,2
293,5,2,1070,2,1070
5,2,1070,2,1070,56
2,1070,2,1070,56,1
1070,2,1070,56,1,281
2,1070,56,1,281,460
1070,56,1,281,460,90
56,1,281,460,90,49
1,281,460,90,49,100
281,460,90,49,100,43
460,90,49,100,43,1
90,49,100,43,1,323
49,100,43,1,323,131
100,43,1,323,131,1071
43,1,323,131,1071,176
1,323,131,1071,176,1615
323,131,1071,176,1615,8
131,1071,176,1615,8,354
1071,176,1615,8,354,11
176,1615,8,354,11,7
1615,8,354,11,7,58
8,354,11,7,58,182
354,11,7,58,182,61
11,7,58,182,61,41
7,58,182,61,41,6
58,182,61,41,6,112
182,61,41,6,112,95
61,41,6,112,95,6
41,6,112,95,6,72
6,112,95,6,72,3
112,95,6,72,3,1616
95,6,72,3,1616,9
6,72,3,1616,9,1072
72,3,1616,9,1072,803
3,1616,9,1072,803,804
1616,9,1072,803,804,13
9,1072,803,804,13,50
1072,803,804,13,50,390
803,804,13,50,390,13
804,13,50,390,13,20
13,50,390,13,20,470
50,390,13,20,470,247
390,13,20,470,247,53
13,20,470,247,53,177
20,470,247,53,177,282
470,247,53,177,282,1617
247,53,177,282,1617,41
53,177,282,1617,41,20
177,282,1617,41,20,4
282,1617,41,20,4,18
1617,41,20,4,18,3
41,20,4,18,3,14
20,4,18,3,14,805
4,18,3,14,805,90
18,3,14,805,90,49
3,14,805,90,49,59
14,805,90,49,59,1073
805,90,49,59,1073,5
90,49,59,1073,5,471
49,59,1073,5,471,216
59,1073,5,471,216,28
1073,5,471,216,28,26
5,471,216,28,26,793
471,216,28,26,793,1007
216,28,26,793,1007,47
28,26,793,1007,47,44
26,793,1007,47,44,41
793,1007,47,44,41,2
1007,47,44,41,2,282
47,44,41,2,282,294
44,41,2,282,294,4
41,2,282,294,4,47
2,282,294,4,47,19
282,294,4,47,19,632
294,4,47,19,632,355
4,47,19,632,355,4
47,19,632,355,4,1618
19,632,355,4,1618,393
632,355,4,1618,393,15
355,4,1618,393,15,1
4,1618,393,15,1,535
1618,393,15,1,535,4
393,15,1,535,4,71
15,1,535,4,71,49
1,535,4,71,49,1074
535,4,71,49,1074,1619
4,71,49,1074,1619,1620
71,49,1074,1619,1620,35
49,1074,1619,1620,35,42
1074,1619,1620,35,42,2
1619,1620,35,42,2,266
1620,35,42,2,266,8
35,42,2,266,8,313
42,2,266,8,313,108
2,266,8,313,108,81
266,8,313,108,81,12
8,313,108,81,12,524
313,108,81,12,524,289
108,81,12,524,289,394
81,12,524,289,394,633
12,524,289,394,633,4
524,289,394,633,4,346
289,394,633,4,346,90
394,633,4,346,90,49
633,4,346,90,49,353
4,346,90,49,353,33
346,90,49,353,33,73
90,49,353,33,73,1621
49,353,33,73,1621,7
353,33,73,1621,7,95
33,73,1621,7,95,6
73,1621,7,95,6,93
1621,7,95,6,93,1622
7,95,6,93,1622,1623
95,6,93,1622,1623,1075
6,93,1622,1623,1075,4
93,1622,1623,1075,4,90
1622,1623,1075,4,90,49
1623,1075,4,90,49,1624
1075,4,90,49,1624,72
4,90,49,1624,72,354
90,49,1624,72,354,124
49,1624,72,354,124,1625
1624,72,354,124,1625,1076
72,354,124,1625,1076,71
354,124,1625,1076,71,49
124,1625,1076,71,49,627
1625,1076,71,49,627,1626
1076,71,49,627,1626,3
71,49,627,1626,3,806
49,627,1626,3,806,189
627,1626,3,806,189,72
1626,3,806,189,72,61
3,806,189,72,61,247
806,189,72,61,247,1
189,72,61,247,1,163
72,61,247,1,163,1627
61,247,1,163,1627,4
247,1,163,1627,4,3
1,163,1627,4,3,807
163,1627,4,3,807,3
1627,4,3,807,3,44
4,3,807,3,44,536
3,807,3,44,536,469
807,3,44,536,469,3
3,44,536,469,3,19
44,536,469,3,19,18
536,469,3,19,18,1628
469,3,19,18,1628,18
3,19,18,1628,18,3
19,18,1628,18,3,45
18,1628,18,3,45,1629
1628,18,3,45,1629,309
18,3,45,1629,309,13
3,45,1629,309,13,61
45,1629,309,13,61,32
1629,309,13,61,32,56
309,13,61,32,56,132
13,61,32,56,132,634
61,32,56,132,634,116
32,56,132,634,116,234
56,132,634,116,234,3
132,634,116,234,3,4
634,116,234,3,4,79
116,234,3,4,79,295
234,3,4,79,295,57
3,4,79,295,57,4
4,79,295,57,4,19
79,295,57,4,19,90
295,57,4,19,90,49
57,4,19,90,49,1077
4,19,90,49,1077,1078
19,90,49,1077,1078,9
90,49,1077,1078,9,163
49,1077,1078,9,163,147
1077,1078,9,163,147,1630
1078,9,163,147,1630,1079
9,163,147,1630,1079,11
163,147,1630,1079,11,4
147,1630,1079,11,4,472
1630,1079,11,4,472,635
1079,11,4,472,635,1631
11,4,472,635,1631,163
4,472,635,1631,163,55
472,635,1631,163,55,20
635,1631,163,55,20,324
1631,163,55,20,324,83
163,55,20,324,83,4
55,20,324,83,4,325
20,324,83,4,325,457
324,83,4,325,457,4
83,4,325,457,4,19
4,325,457,4,19,71
325,457,4,19,71,49
457,4,19,71,49,9
4,19,71,49,9,473
19,71,49,9,473,1080
71,49,9,473,1080,1081
49,9,473,1080,1081,537
9,473,1080,1081,537,33
473,1080,1081,537,33,315
1080,1081,537,33,315,1632
1081,537,33,315,1632,4
537,33,315,1632,4,3
33,315,1632,4,3,44
315,1632,4,3,44,112
1632,4,3,44,112,242
4,3,44,112,242,792
3,44,112,242,792,15
44,112,242,792,15,1
112,242,792,15,1,1082
242,792,15,1,1082,18
792,15,1,1082,18,26
15,1,1082,18,26,130
1,1082,18,26,130,538
1082,18,26,130,538,6
18,26,130,538,6,322
26,130,538,6,322,190
130,538,6,322,190,90
538,6,322,190,90,49
6,322,190,90,49,7
322,190,90,49,7,12
190,90,49,7,12,1
90,49,7,12,1,1083
49,7,12,1,1083,71
7,12,1,1083,71,49
12,1,1083,71,49,636
1,1083,71,49,636,6
1083,71,49,636,6,1
71,49,636,6,1,474
49,636,6,1,474,262
636,6,1,474,262,5
6,1,474,262,5,1084
1,474,262,5,1084,63
474,262,5,1084,63,43
262,5,1084,63,43,1
5,1084,63,43,1,204
1084,63,43,1,204,595
63,43,1,204,595,1
43,1,204,595,1,136
1,204,595,1,136,7
204,595,1,136,7,119
595,1,136,7,119,35
1,136,7,119,35,11
136,7,119,35,11,7
7,119,35,11,7,395
119,35,11,7,395,63
35,11,7,395,63,210
11,7,395,63,210,180
7,395,63,210,180,18
395,63,210,180,18,98
63,210,180,18,98,11
210,180,18,98,11,42
180,18,98,11,42,1085
18,98,11,42,1085,30
98,11,42,1085,30,95
11,42,1085,30,95,7
42,1085,30,95,7,3
1085,30,95,7,3,787
30,95,7,3,787,115
95,7,3,787,115,45
7,3,787,115,45,28
3,787,115,45,28,37
787,115,45,28,37,41
115,45,28,37,41,125
45,28,37,41,125,6
28,37,41,125,6,93
37,41,125,6,93,25
41,125,6,93,25,1
125,6,93,25,1,281
6,93,25,1,281,55
93,25,1,281,55,11
25,1,281,55,11,145
1,281,55,11,145,55
281,55,11,145,55,11
55,11,145,55,11,66
11,145,55,11,66,34
145,55,11,66,34,16
55,11,66,34,16,26
11,66,34,16,26,42
66,34,16,26,42,1633
34,16,26,42,1633,6
16,26,42,1633,6,2
26,42,1633,6,2,475
42,1633,6,2,475,8
1633,6,2,475,8,13
6,2,475,8,13,356
2,475,8,13,356,3
475,8,13,356,3,44
8,13,356,3,44,153
13,356,3,44,153,3
356,3,44,153,3,45
3,44,153,3,45,750
44,153,3,45,750,11
153,3,45,750,11,1
3,45,750,11,1,89
45,750,11,1,89,66
750,11,1,89,66,43
11,1,89,66,43,322
1,89,66,43,322,90
89,66,43,322,90,49
66,43,322,90,49,199
43,322,90,49,199,357
322,90,49,199,357,296
90,49,199,357,296,23
49,199,357,296,23,71
199,357,296,23,71,49
357,296,23,71,49,396
296,23,71,49,396,637
23,71,49,396,637,326
71,49,396,637,326,11
49,396,637,326,11,28
396,637,326,11,28,52
637,326,11,28,52,12
326,11,28,52,12,9
11,28,52,12,9,228
28,52,12,9,228,9
52,12,9,228,9,151
12,9,228,9,151,1634
9,228,9,151,1634,117
228,9,151,1634,117,111
9,151,1634,117,111,3
151,1634,117,111,3,199
1634,117,111,3,199,357
117,111,3,199,357,7
111,3,199,357,7,16
3,199,357,7,16,91
199,357,7,16,91,55
357,7,16,91,55,1
7,16,91,55,1,281
16,91,55,1,281,42
91,55,1,281,42,745
55,1,281,42,745,35
1,281,42,745,35,7
281,42,745,35,7,58
42,745,35,7,58,444
745,35,7,58,444,30
35,7,58,444,30,36
7,58,444,30,36,6
58,444,30,36,6,188
444,30,36,6,188,1086
30,36,6,188,1086,21
36,6,188,1086,21,5
6,188,1086,21,5,90
188,1086,21,5,90,49
1086,21,5,90,49,1
21,5,90,49,1,281
5,90,49,1,281,158
90,49,1,281,158,67
49,1,281,158,67,356
1,281,158,67,356,51
281,158,67,356,51,3
158,67,356,51,3,5
67,356,51,3,5,50
356,51,3,5,50,117
51,3,5,50,117,56
3,5,50,117,56,36
5,50,117,56,36,5
50,117,56,36,5,74
117,56,36,5,74,1087
56,36,5,74,1087,3
36,5,74,1087,3,82
5,74,1087,3,82,97
74,1087,3,82,97,129
1087,3,82,97,129,3
3,82,97,129,3,5
82,97,129,3,5,50
97,129,3,5,50,45
129,3,5,50,45,78
3,5,50,45,78,1088
5,50,45,78,1088,31
50,45,78,1088,31,12
45,78,1088,31,12,125
78,1088,31,12,125,16
1088,31,12,125,16,185
31,12,125,16,185,32
12,125,16,185,32,103
125,16,185,32,103,15
16,185,32,103,15,13
185,32,103,15,13,3
32,103,15,13,3,1089
103,15,13,3,1089,5
15,13,3,1089,5,168
13,3,1089,5,168,52
3,1089,5,168,52,13
1089,5,168,52,13,11
5,168,52,13,11,82
168,52,13,11,82,1635
52,13,11,82,1635,36
13,11,82,1635,36,460
11,82,1635,36,460,129
82,1635,36,460,129,67
1635,36,460,129,67,1090
36,460,129,67,1090,3
460,129,67,1090,3,7
129,67,1090,3,7,71
67,1090,3,7,71,49
1090,3,7,71,49,185
3,7,71,49,185,41
7,71,49,185,41,39
71,49,185,41,39,1636
49,185,41,39,1636,43
185,41,39,1636,43,92
41,39,1636,43,92,1041
39,1636,43,92,1041,1091
1636,43,92,1041,1091,23
43,92,1041,1091,23,1
92,1041,1091,23,1,136
1041,1091,23,1,136,15
1091,23,1,136,15,1
23,1,136,15,1,232
1,136,15,1,232,226
136,15,1,232,226,7
15,1,232,226,7,1637
1,232,226,7,1637,58
232,226,7,1637,58,284
226,7,1637,58,284,8
7,1637,58,284,8,1638
1637,58,284,8,1638,11
58,284,8,1638,11,7
284,8,1638,11,7,251
8,1638,11,7,251,18
1638,11,7,251,18,119
11,7,251,18,119,18
7,251,18,119,18,2
251,18,119,18,2,1639
18,119,18,2,1639,128
119,18,2,1639,128,86
18,2,1639,128,86,1092
2,1639,128,86,1092,1640
1639,128,86,1092,1640,15
128,86,1092,1640,15,1
86,1092,1640,15,1,468
1092,1640,15,1,468,243
1640,15,1,468,243,8
15,1,468,243,8,210
1,468,243,8,210,180
468,243,8,210,180,11
243,8,210,180,11,44
8,210,180,11,44,57
210,180,11,44,57,171
180,11,44,57,171,18
11,44,57,171,18,1641
44,57,171,18,1641,65
57,171,18,1641,65,2
171,18,1641,65,2,161
18,1641,65,2,161,109
1641,65,2,161,109,808
65,2,161,109,808,15
2,161,109,808,15,1
161,109,808,15,1,122
109,808,15,1,122,146
808,15,1,122,146,809
15,1,122,146,809,65
1,122,146,809,65,176
122,146,809,65,176,267
146,809,65,176,267,1093
809,65,176,267,1093,1037
65,176,267,1093,1037,12
176,267,1093,1037,12,383
267,1093,1037,12,383,11
1093,1037,12,383,11,7
1037,12,383,11,7,516
12,383,11,7,516,1094
383,11,7,516,1094,111
11,7,516,1094,111,1
7,516,1094,111,1,136
516,1094,111,1,136,454
1094,111,1,136,454,17
111,1,136,454,17,28
1,136,454,17,28,2
136,454,17,28,2,152
454,17,28,2,152,810
17,28,2,152,810,15
28,2,152,810,15,1
2,152,810,15,1,243
152,810,15,1,243,1
810,15,1,243,1,136
15,1,243,1,136,14
1,243,1,136,14,39
243,1,136,14,39,476
1,136,14,39,476,810
136,14,39,476,810,57
14,39,476,810,57,203
39,476,810,57,203,5
476,810,57,203,5,1095
810,57,203,5,1095,590
57,203,5,1095,590,41
203,5,1095,590,41,117
5,1095,590,41,117,61
1095,590,41,117,61,73
590,41,117,61,73,1642
41,117,61,73,1642,34
117,61,73,1642,34,8
61,73,1642,34,8,1
73,1642,34,8,1,621
1642,34,8,1,621,1
34,8,1,621,1,1643
8,1,621,1,1643,638
1,621,1,1643,638,1644
621,1,1643,638,1644,5
1,1643,638,1644,5,128
1643,638,1644,5,128,86
638,1644,5,128,86,1645
1644,5,128,86,1645,260
